,Bird,Ground-Animal,Curb,Fence,Guard-Rail,Barrier,Wall,Bike-Lane,Crosswalk---Plain,Curb-Cut,Parking,Pedestrian-Area,Rail-Track,Road,Service-Lane,Sidewalk,Bridge,Building,Tunnel,Person,Bicyclist,Motorcyclist,Other-Rider,Lane-Marking---Crosswalk,Lane-Marking---General,Mountain,Sand,Sky,Snow,Terrain,Vegetation,Water,Banner,Bench,Bike-Rack,Billboard,Catch-Basin,CCTV-Camera,Fire-Hydrant,Junction-Box,Mailbox,Manhole,Phone-Booth,Pothole,Street-Light,Pole,Traffic-Sign-Frame,Utility-Pole,Traffic-Light,Traffic-Sign-(Back),Traffic-Sign-(Front),Trash-Can,Bicycle,Boat,Bus,Car,Caravan,Motorcycle,On-Rails,Other-Vehicle,Trailer,Truck,Wheeled-Slow,Car-Mount,Ego-Vehicle
563519ad-d83f-4c1b-8388-307a27c677b0.jpeg,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,13,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,4,1,3,0,0,0,0,9,0,11,0,0,0,1,0,0,0
e4666de6-30c4-4702-b9a2-6d6a0c42798f.jpeg,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,1,0,4,1,0,0,1,2,0,0,0,0,0,0,0,0,0
4b64755f-1787-45dd-b9b8-493d5c5d72f5.jpeg,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,4,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,6,1,0,0,3,0,2,4,0,13,0,0,0,1,0,0,0
9eb68ea1-bc7f-498d-9785-f539d65f7848.jpeg,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,8,5,0,0,2,1,0,0,1,0,0,0,0,2,0,0,6,0,1,0,0,0,0,0,0,2,3,0,0,2,2,8,0,2,0,0,6,0,0,0,0,0,1,0,0,0
6b46d9ee-03da-4764-abb0-593035f288d7.jpeg,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,2,0,2,0,1,1,0,0,1,0,0,1,0,1,0,0,5,0,0,0,0,0,0,0,0,1,4,0,0,0,0,2,2,0,0,0,5,0,2,0,0,0,0,0,0,0
b296dcd0-133e-482a-b757-ab2dd880d850.jpeg,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,4,0,0,0,0,0,0,0,0,1,4,0,0,1,0,5,0,4,0,3,5,0,0,0,0,0,1,0,0,0
44d5c29b-c030-48bd-b66c-7a38d94308a7.jpeg,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0,0,0,4,0,10,0,0,0,0,0,0,0
d175b74a-3fa9-4ba0-8520-161806fb3dd1.jpeg,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,3,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,1,4,0,0,0,0,3,0,1,0,0,8,0,3,0,0,0,0,0,0,0
32e3b24b-e639-4ebd-8be7-98eba3d571f1.jpeg,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,9,0,1,0,3,1,0,0,1,0,0,0,0,0,0,0,14,0,0,0,0,0,1,0,0,0,7,0,0,1,0,5,0,1,0,0,0,0,1,0,0,0,0,0,1,0
3fc12297-b7e2-4c2e-90de-e9a51f69db1d.jpeg,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,2,9,0,0,0,0,0,0,0,0,0
463468c6-acff-411e-b30b-56df85739e97.jpeg,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,2,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,1,1,3,1,2,0,0,1,0,0,0,0,0,0,0,0,0
fdf37021-a5e5-4064-a938-937fea64d1ed.jpeg,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,2,0,1,2,0,11,0,0,0,0,0,0,0
6db79f30-7a83-41fb-bc09-1c2ec9ade133.jpeg,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,10,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,4,0,1,0,0,0,1,0,0,0
5bb3f110-a241-4caf-ae10-b553d9a27093.jpeg,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,10,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,4,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,2,11,0,3,0,0,0,0,0,0,0
a830dce2-67f8-40cc-b03d-15bfcc30b979.jpeg,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,5,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6,0,0,1,1,1,0,0,0,3,4,0,9,0,0,0,0,0,0,0
2c1c44b5-2ff9-47a1-a9a8-c7297d6cbd86.jpeg,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,8,0,0,0,2,1,0,0,1,0,0,1,0,0,0,1,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ae512ac1-95c4-4300-b270-131b9f283a4d.jpeg,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0
8e064e67-f13f-4cf9-a358-53d9a28c53a1.jpeg,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,8,0,0,0,0,0,1,0,0,0,5,0,0,0,0,1,0,0,0,3,8,0,8,0,0,0,0,0,0,0
6aa14652-206d-4c5c-b806-5a57ba9ed44c.jpeg,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,9,0,0,0,0,0,0,0,0,0
6a96d2fb-614b-4e46-b2de-ca8698d2e6b8.jpeg,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,0,0,4,1,0,0,1,0,0,2,0,0,0,0,10,0,0,0,0,0,0,0,0,0,9,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0
494b434e-fab8-4211-b0ca-e411337aacf2.jpeg,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0
1eeb1740-b491-484f-9451-0925b158f163.jpeg,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,10,0,0,0,4,1,0,0,1,0,0,1,0,1,0,0,8,0,0,0,0,0,0,0,0,0,10,0,0,2,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0
