,Bird,Ground-Animal,Curb,Fence,Guard-Rail,Barrier,Wall,Bike-Lane,Crosswalk---Plain,Curb-Cut,Parking,Pedestrian-Area,Rail-Track,Road,Service-Lane,Sidewalk,Bridge,Building,Tunnel,Person,Bicyclist,Motorcyclist,Other-Rider,Lane-Marking---Crosswalk,Lane-Marking---General,Mountain,Sand,Sky,Snow,Terrain,Vegetation,Water,Banner,Bench,Bike-Rack,Billboard,Catch-Basin,CCTV-Camera,Fire-Hydrant,Junction-Box,Mailbox,Manhole,Phone-Booth,Pothole,Street-Light,Pole,Traffic-Sign-Frame,Utility-Pole,Traffic-Light,Traffic-Sign-(Back),Traffic-Sign-(Front),Trash-Can,Bicycle,Boat,Bus,Car,Caravan,Motorcycle,On-Rails,Other-Vehicle,Trailer,Truck,Wheeled-Slow,Car-Mount,Ego-Vehicle,Total
278f7c8a-3063-4acd-ae93-4c6ff848c8d3.jpeg,0,0,0,0,168426,0,0,0,0,0,0,0,0,395850,11347,0,0,0,0,0,0,0,0,0,21182,0,3087,3750214,9969,163165,171582,277685,0,0,0,0,0,0,0,0,0,0,0,0,0,19489,0,0,0,0,0,0,0,0,0,13734,0,0,0,0,0,493,0,0,850277,5856500
b6a4d5a1-dde2-40c9-9c55-bd6fb3431bef.jpeg,0,0,248993,0,0,0,0,0,0,0,0,0,0,1870533,0,0,0,0,0,0,0,0,0,0,45105,0,0,1872162,0,467988,304834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152617,0,0,0,0,0,18245,0,6637,0,4987114
c502f3d8-0c08-407f-b2e1-14f3d5de49b6.jpeg,0,0,170151,0,31623,0,0,0,0,0,0,0,0,1783930,0,0,0,0,0,0,0,0,0,0,61517,0,0,1826917,0,429044,350953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184765,0,0,0,0,0,38904,0,9614,2085,4889503
77536944-fd4e-4f0d-a724-a2d54f47b9a9.jpeg,0,0,0,0,0,0,0,0,0,0,0,0,0,428663,0,0,0,3068,0,0,0,0,0,0,22026,0,0,3619005,0,551583,859743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274823,122150,5886587
fb8768bc-d9f6-4618-8dcb-7442a5337a5d.jpeg,0,0,250095,0,19715,0,0,0,0,0,0,0,0,1709186,0,0,0,0,0,0,0,0,0,0,62770,0,0,1871932,0,444445,299549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183302,0,0,0,0,0,6855,0,0,0,4847849
5cff3614-fbd7-4f9e-a36b-2e6acc35a6b2.jpeg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1106685,0,0,1984375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1831908,0,0,0,4922968
507ff643-59a9-4f2c-97c8-5a8e4b3cc77c.jpeg,0,0,20176,3278,56943,12385,0,0,0,0,0,0,0,417853,11970,0,0,8527,0,0,0,0,0,0,19147,0,0,3760378,354873,43959,105727,202229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1520,0,0,0,0,0,0,0,0,816428,5835393
78bb3185-5157-43a8-8e42-971c2da46186.jpeg,0,0,0,0,3898,0,0,0,0,0,0,0,0,409061,0,0,0,0,0,0,0,0,0,0,25432,0,0,3897340,0,898073,438088,0,9534,0,0,6215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172925,5860566
27413128-043e-4f89-b135-0c2249677d1b.jpeg,0,0,84546,0,15158,16479,0,0,0,0,0,0,0,1727665,0,0,0,0,0,0,0,0,0,0,45735,0,0,1877593,0,347044,313840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13229,0,0,0,0,303676,0,0,0,0,0,3911,0,0,0,4748876
d8494c7a-eb8f-4fea-854e-921512ecd609.jpeg,0,0,33583,0,15367,0,0,0,0,0,0,0,0,1744840,281622,0,0,0,0,0,0,0,0,0,52680,0,0,1815448,0,497855,402481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7842,0,0,0,0,110145,0,0,0,0,0,4751,0,2705,0,4969319
