,Bird,Ground-Animal,Curb,Fence,Guard-Rail,Barrier,Wall,Bike-Lane,Crosswalk---Plain,Curb-Cut,Parking,Pedestrian-Area,Rail-Track,Road,Service-Lane,Sidewalk,Bridge,Building,Tunnel,Person,Bicyclist,Motorcyclist,Other-Rider,Lane-Marking---Crosswalk,Lane-Marking---General,Mountain,Sand,Sky,Snow,Terrain,Vegetation,Water,Banner,Bench,Bike-Rack,Billboard,Catch-Basin,CCTV-Camera,Fire-Hydrant,Junction-Box,Mailbox,Manhole,Phone-Booth,Pothole,Street-Light,Pole,Traffic-Sign-Frame,Utility-Pole,Traffic-Light,Traffic-Sign-(Back),Traffic-Sign-(Front),Trash-Can,Bicycle,Boat,Bus,Car,Caravan,Motorcycle,On-Rails,Other-Vehicle,Trailer,Truck,Wheeled-Slow,Car-Mount,Ego-Vehicle,Total
213cafac-cd86-463a-9cfb-0749a0195c6e.jpeg,0,0,22772,0,0,0,0,0,0,0,0,0,0,90205,0,98200,0,3202918,0,201486,0,0,0,0,0,0,0,774912,0,0,0,0,9014,0,0,22545,0,0,0,0,0,0,0,0,6701,40295,0,0,0,0,13621,0,0,0,262595,0,0,0,0,0,0,0,0,0,0,4745264
cb8bbddc-6b2f-4dbf-9f1c-0fbb04ce9b13.jpeg,0,0,0,0,0,0,0,0,0,0,0,0,0,219613,0,3697,0,2697999,0,262579,0,0,0,0,9120,0,0,1131705,0,0,88569,0,0,0,0,9631,0,0,0,0,0,0,0,0,0,143341,0,4251,64141,28954,0,20945,0,0,0,205728,0,16105,0,0,0,0,0,0,0,4906378
86ac5d7a-0c65-461c-8ebb-ee7164bfb9c6.jpeg,0,0,6845,0,0,0,0,0,0,0,0,0,0,116466,0,50567,0,2478716,0,305914,0,0,0,0,0,0,0,1388272,0,0,0,0,0,0,0,46271,0,0,0,36816,0,0,0,0,0,9525,0,0,0,0,15351,0,0,0,512893,0,0,0,0,0,0,0,0,0,0,4967636
8ca7d92a-a717-40e1-9a2e-538bdb3e18f9.jpeg,0,0,8665,0,0,0,0,0,0,0,0,0,0,148883,0,93768,0,2824240,0,66985,0,0,0,0,0,0,0,870289,0,0,0,0,0,0,0,94100,0,0,0,0,0,0,0,0,0,25672,0,0,2690,0,0,0,0,0,532506,326869,0,0,0,0,0,1543,0,0,0,4996210
bf3440fb-a7eb-4157-8efd-45f0ca6fb147.jpeg,0,0,28254,561338,0,0,0,0,0,0,0,0,0,133299,0,61720,0,1463543,0,299387,0,0,0,0,0,0,0,1848972,0,0,0,0,0,0,0,47570,0,0,0,0,0,0,0,0,7470,28644,0,0,0,0,20785,0,0,0,379236,15530,0,0,0,0,0,0,0,0,0,4895748
4eae7712-6dd3-410c-a428-636308cd9434.jpeg,0,0,0,40442,0,0,59868,0,0,0,0,38838,0,209937,0,134695,0,2809217,0,92000,0,0,0,0,0,5535,0,1345641,0,0,96680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64584,0,0,1184,0,0,0,0,0,4710,41921,0,0,0,0,0,0,0,0,0,4945252
d94e6cc0-fa28-4428-bdb8-79cbba94e4d2.jpeg,0,0,0,33823,0,0,0,0,0,0,1479,0,0,262660,0,114585,0,2601980,0,59627,0,0,0,0,2560,0,0,1293089,0,0,18038,0,0,0,0,5465,0,0,0,0,0,0,0,0,5026,34759,0,0,0,0,0,0,0,0,0,460383,0,8523,0,0,0,0,0,0,0,4901997
c0337ce1-e395-4e17-b298-459422b4bae5.jpeg,0,0,3546,0,0,0,0,0,0,0,0,0,0,102479,0,61249,0,2516400,0,145854,0,0,0,0,0,0,0,911747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,376467,857734,0,0,0,0,0,296,0,0,0,4975912
3b5fcbd0-ef92-42ea-9a7f-875bff958e51.jpeg,0,0,41520,0,0,0,0,0,0,5630,0,0,0,252671,0,152044,0,3264100,0,244446,0,0,0,0,0,0,0,967842,0,0,0,0,0,0,0,9288,0,0,0,0,0,0,0,0,65,13699,0,0,0,0,11424,0,0,0,0,0,0,2720,0,0,0,0,0,0,0,4965449
e0e4ec4f-1010-4aa0-ab78-e0e6bf1f1939.jpeg,0,0,42144,0,0,0,0,0,0,8061,0,0,0,198816,0,173515,0,3238338,0,128490,0,0,0,0,0,0,0,983744,0,0,11814,0,13485,0,0,68004,0,0,0,0,0,0,0,0,0,47671,0,0,2415,0,0,0,0,0,0,16065,0,0,0,0,0,0,0,0,0,4932562
