,Bird,Ground-Animal,Curb,Fence,Guard-Rail,Barrier,Wall,Bike-Lane,Crosswalk---Plain,Curb-Cut,Parking,Pedestrian-Area,Rail-Track,Road,Service-Lane,Sidewalk,Bridge,Building,Tunnel,Person,Bicyclist,Motorcyclist,Other-Rider,Lane-Marking---Crosswalk,Lane-Marking---General,Mountain,Sand,Sky,Snow,Terrain,Vegetation,Water,Banner,Bench,Bike-Rack,Billboard,Catch-Basin,CCTV-Camera,Fire-Hydrant,Junction-Box,Mailbox,Manhole,Phone-Booth,Pothole,Street-Light,Pole,Traffic-Sign-Frame,Utility-Pole,Traffic-Light,Traffic-Sign-(Back),Traffic-Sign-(Front),Trash-Can,Bicycle,Boat,Bus,Car,Caravan,Motorcycle,On-Rails,Other-Vehicle,Trailer,Truck,Wheeled-Slow,Car-Mount,Ego-Vehicle,Total
c28e2987-17c5-4216-be20-d8b4c8f11fc6.jpeg,0,0,25125,0,0,0,31510,0,0,3370,0,0,0,339010,0,66785,0,595500,0,0,0,0,0,0,0,0,4490,738305,0,415,51070,0,0,0,0,6205,0,0,0,0,0,0,0,0,1335,15915,0,0,0,0,560,0,0,0,0,151720,0,610,0,0,0,0,0,0,0,2031925
0705fbe8-1d51-4b4f-aa8b-aa0a4dc3acdc.jpeg,0,0,18510,7125,0,0,8985,0,0,0,0,0,0,691825,0,19885,0,238370,0,3690,0,0,0,0,0,0,0,924095,0,0,17540,0,0,0,0,10945,0,0,0,0,0,0,0,0,0,19210,0,0,0,0,15835,0,0,0,0,3950,0,0,0,0,0,0,0,0,32910,2012875
a07d485a-3b65-487e-9d7c-122d400a7a98.jpeg,0,0,21975,0,0,0,0,0,0,0,6850,0,0,297100,0,78220,0,682700,0,0,0,0,0,0,0,0,0,505455,0,0,1170,0,0,0,0,75170,0,0,0,0,0,0,0,0,0,36605,0,0,1510,0,195,0,0,0,0,332840,0,0,0,0,0,685,0,0,0,2040475
98328d98-2bf4-4e09-91a9-7a952fcda9f8.jpeg,0,0,13795,3055,1905,0,57925,0,0,0,0,0,0,632980,0,32135,0,1335,0,0,0,0,0,0,0,0,0,928020,0,7440,144175,0,0,0,0,48805,0,0,0,0,0,0,0,0,0,29290,0,0,0,8755,0,0,0,0,0,82510,0,0,0,0,0,0,0,0,37510,2029635
4cca639a-5674-4ca4-9201-df96cc00a726.jpeg,0,0,15255,0,0,0,0,0,0,0,0,0,0,314835,0,37630,0,272890,0,0,0,0,0,0,0,0,72910,868460,0,0,133670,0,0,0,0,31255,0,0,0,0,0,0,0,0,650,3870,0,56145,0,0,26365,0,0,0,0,165795,0,0,0,0,0,2250,0,0,0,2001980
c33bd77d-bddd-4044-bd3d-c4c85a695ccb.jpeg,0,0,37785,0,0,0,200400,0,0,0,0,0,0,385425,0,18485,0,167890,0,0,0,0,0,0,0,0,0,702950,0,0,322200,0,24100,0,0,6135,0,0,0,0,0,0,0,0,645,7990,0,0,0,0,0,0,0,0,0,168245,0,0,0,0,0,3195,0,0,0,2045445
49bc0aa0-de93-4d3e-9249-efd429c41245.jpeg,0,0,5470,0,0,0,0,0,0,0,0,0,0,279105,0,5875,0,197415,0,0,0,0,0,0,0,0,0,967165,0,6805,66685,0,0,0,0,25350,0,0,0,0,0,0,0,0,0,37105,0,8165,0,0,5145,0,0,0,0,442720,0,0,0,0,0,0,0,0,0,2047005
f04cd15f-3bca-402f-982e-889155c9879c.jpeg,0,0,21070,11415,0,0,85010,0,0,0,0,0,0,666040,0,55425,0,0,0,0,0,0,0,0,0,0,0,954980,0,10600,159995,0,0,0,0,3340,0,0,0,0,0,0,0,0,105,16470,0,0,0,1785,85,0,0,0,0,830,0,0,0,0,0,0,0,0,32075,2019225
70bf587b-5723-4fc0-bd4f-cfe0b75956c2.jpeg,0,0,14135,0,0,5535,0,0,0,0,0,0,0,703660,0,6060,0,388230,0,0,0,0,0,0,1910,0,0,772620,0,0,25275,0,0,0,0,3650,0,0,0,0,0,0,0,0,0,6830,0,3185,0,0,3445,0,0,0,0,23555,0,0,0,0,0,11600,0,0,31635,2001325
8d32f396-e6f4-45ca-9b27-4303c5877fd0.jpeg,0,0,32945,5475,0,0,11710,0,0,0,0,0,0,287920,0,8640,0,217260,0,1185,0,0,0,0,3765,0,0,599865,0,0,355455,0,4830,0,0,11880,0,0,0,0,0,0,0,0,1615,72540,0,51385,0,0,0,0,0,0,0,221445,0,0,0,0,0,0,0,0,0,1887915
62053c75-e4c4-4507-a091-0088d59be056.jpeg,0,0,6995,0,0,67265,0,0,0,0,3690,0,0,270415,0,19950,0,861275,0,0,0,0,0,0,0,0,0,435995,0,0,0,0,0,0,0,80025,0,0,0,0,0,12150,0,0,0,21510,0,0,0,0,0,0,0,0,0,270310,0,0,0,0,0,0,0,0,0,2049580
26f32951-e835-46c6-abc3-d256816b6a87.jpeg,0,0,18520,57180,0,0,5960,0,0,6080,0,0,0,301790,0,98305,0,159940,0,4890,0,0,0,0,0,0,0,1038770,0,48605,80255,0,0,0,0,44860,0,0,0,5970,0,0,0,0,0,12685,0,19120,0,0,500,0,0,0,0,142815,0,0,0,0,0,0,0,0,0,2046245
27ee55b6-ed09-4a1e-92f3-234a0b5a46a6.jpeg,0,0,12255,0,1345,13540,2635,0,0,0,12545,0,0,663265,0,27795,0,362725,0,0,0,0,0,0,0,0,0,803060,0,0,18415,0,0,0,0,2660,0,0,0,1695,0,0,0,0,0,14155,0,0,0,0,0,0,0,0,0,51620,0,0,0,0,0,1485,0,0,35850,2025045
4906b75f-459b-4fe4-b6d1-2cce97551543.jpeg,0,0,6580,17580,0,46340,192985,0,0,0,0,0,0,426040,0,18270,0,59230,0,0,0,0,0,0,985,0,0,963120,0,0,113660,0,0,0,0,66605,2340,0,0,0,0,0,0,0,0,18070,0,0,0,0,0,0,0,0,0,89970,0,0,0,0,0,5515,0,0,0,2027290
0ea9d811-6ac2-4a38-b63e-4a987d2a079f.jpeg,0,0,3680,0,0,0,0,0,0,13810,0,0,0,266330,0,32970,0,245875,0,0,0,0,0,0,530,0,0,775295,0,60245,315825,0,60,0,0,11320,0,0,0,0,0,0,0,0,330,15055,0,780,0,0,1585,0,0,0,0,266460,0,0,0,0,0,0,0,0,0,2010150
2787c681-6965-400b-86da-8438f434020c.jpeg,0,0,20820,0,0,3145,0,0,0,0,0,0,0,681395,0,7570,0,375000,0,440,0,0,0,0,1255,0,0,779860,0,7505,10990,0,0,0,0,1500,0,0,0,0,0,0,0,0,1040,31960,0,0,0,0,0,0,0,0,0,34165,0,0,0,0,0,9685,0,0,36375,2002705
3fb594f4-611a-4257-a3a2-ab7aefd18c20.jpeg,0,0,37445,0,0,0,0,0,0,0,0,0,0,359635,0,21775,0,262530,0,22505,0,0,0,0,0,0,0,762915,0,9975,301140,0,60,0,0,3200,0,0,0,0,0,0,0,0,530,18750,0,0,0,0,12545,0,0,0,0,100090,0,1290,0,0,0,0,0,0,0,1914385
9ab875b8-f5f1-4ff3-a879-38c6363b778d.jpeg,0,0,12755,0,0,0,294380,0,0,0,0,0,0,346235,0,21355,0,108235,0,0,0,0,0,0,0,0,0,1053845,0,7570,32425,0,0,0,0,1625,0,0,0,0,0,0,0,0,0,13530,0,1520,0,0,0,0,0,0,0,14265,0,0,0,0,0,580,0,0,0,1908320
2ed846b4-68b4-495b-8b5c-68fbab23970c.jpeg,0,0,24745,7090,0,0,93920,0,0,0,0,0,0,662025,0,50700,0,0,0,0,0,0,0,0,0,0,0,985025,0,10065,83905,0,0,0,0,38715,0,0,0,0,0,0,0,0,1085,22955,0,0,0,7800,0,0,0,0,0,2060,0,0,0,0,0,0,0,0,34995,2025085
b77406aa-5513-430e-8b44-1d4acff538d8.jpeg,0,0,25965,0,0,0,0,0,0,0,0,0,0,677085,0,39405,0,377515,0,390,0,0,0,0,0,0,0,789745,0,0,0,0,0,0,0,7915,0,0,0,0,0,0,0,0,0,23650,0,0,0,8440,7200,0,495,0,0,24825,0,0,0,0,0,0,0,0,37665,2020295
ec46c6a8-6d1d-4213-897a-60bb60cd53a5.jpeg,0,0,23670,0,0,0,14480,0,0,0,0,0,0,300440,0,94160,0,318400,0,3985,0,0,0,0,4295,0,0,586060,0,0,303610,0,0,0,0,19195,0,1755,0,0,0,0,0,0,2645,37450,0,21260,0,0,2220,0,0,0,0,267475,0,0,0,0,0,0,0,0,0,2001100
155bfe4b-624e-42b9-9bd5-b22b9fb78fc5.jpeg,0,0,21535,0,0,5370,5365,0,0,0,0,0,0,325835,0,105800,0,162055,0,0,0,1125,0,0,0,0,0,1060315,0,44510,113425,0,0,0,0,6780,0,0,0,10980,0,0,0,0,75,13470,0,0,0,6165,0,0,0,0,0,120815,0,0,0,0,0,0,0,0,0,2003620
8193eaa0-9681-47e6-bbdd-a4960069c13d.jpeg,0,0,32815,0,0,0,6505,0,0,0,0,0,0,323185,0,22650,0,198380,0,6395,0,275,0,0,0,0,0,845425,0,0,248680,0,0,0,0,59160,0,0,0,0,0,0,0,0,1260,36315,0,6785,0,0,0,0,0,0,0,107575,0,4880,0,0,0,0,0,0,0,1900285
ebe6bbad-07ee-402b-b86e-e099369d1208.jpeg,0,0,15535,0,0,0,17900,0,0,4590,0,0,0,670960,0,28900,0,404325,0,0,0,0,0,0,0,0,0,741285,0,0,3165,0,0,0,0,49215,0,0,0,0,0,0,0,0,0,14545,0,0,0,0,520,0,0,0,0,20515,0,0,0,0,0,0,0,0,35290,2006745
70fa9afb-2046-43c5-bd3b-eed16095d0c1.jpeg,0,0,7620,0,0,0,0,0,0,0,0,0,0,242070,0,12740,0,73195,0,0,0,0,0,0,4275,0,115900,1072035,0,0,119835,0,0,0,0,21570,0,0,0,0,0,0,0,0,0,13705,0,0,0,0,0,0,0,0,0,316465,0,0,0,0,0,0,0,0,0,1999410
c3d8d86c-f2e4-4068-ba72-de52efb04cb2.jpeg,0,0,13760,0,0,0,29330,0,0,11970,0,0,0,227810,0,52480,0,321505,0,1090,0,0,0,6810,0,0,0,407220,0,0,327860,0,0,0,0,81905,6955,0,0,0,0,0,0,0,810,131295,0,0,6195,3615,13585,0,0,0,0,362560,0,0,0,0,0,0,0,0,0,2006755
efefb80e-b982-4869-8427-6d7a0904dbcc.jpeg,0,0,25820,0,0,0,33445,0,0,0,0,0,0,273850,0,4205,0,345140,0,0,0,0,0,0,260,0,0,559185,0,0,293200,0,9460,0,0,18565,0,0,0,0,0,0,0,0,1270,46785,0,7560,0,3010,1925,0,0,0,0,316570,0,0,0,0,0,0,0,0,0,1940250
aab6e5c6-694b-433b-9dcc-f7a26c4b0aaf.jpeg,0,0,38970,0,0,0,49535,0,0,0,0,0,0,365565,0,61540,0,126705,0,0,0,0,0,0,0,0,0,840980,0,0,128685,0,0,0,0,43855,0,0,0,0,0,0,0,0,2260,97220,0,470,0,0,12980,0,0,0,0,179320,0,0,0,0,0,66995,0,0,0,2015080
bb4d94ad-8fc3-48f2-be72-5be5202ab1b0.jpeg,0,0,23015,0,0,0,14165,0,0,0,0,0,0,305855,0,3915,0,261265,0,1160,0,0,0,0,3385,0,0,640105,0,2300,367800,0,0,0,0,15425,0,0,0,0,0,0,0,0,2275,31645,0,8860,2135,0,2360,0,0,0,0,240885,0,0,0,0,0,0,0,0,0,1926550
a7ebbdc9-c2db-4e6e-bd6b-8ddf277135b5.jpeg,0,0,4425,25850,0,18520,146995,0,0,0,0,0,0,367190,0,0,0,73480,0,0,0,0,0,0,905,0,0,1001880,0,0,128010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11145,0,1065,0,0,0,0,0,0,0,253300,0,0,0,0,0,250,0,0,0,2033015
f6c893ad-d907-4ab6-95ba-3aa7d9594ccc.jpeg,0,0,31215,0,0,107285,3360,0,0,0,0,0,0,343115,0,26660,0,259045,0,0,0,0,0,0,0,0,0,863705,0,4960,256795,0,220,0,0,45835,0,0,0,0,0,0,0,0,300,20790,0,5125,0,0,0,0,0,0,0,46125,0,3415,0,0,0,0,0,0,0,2017950
939b5ab8-e571-4071-9213-f8e54b4d66b8.jpeg,0,0,33400,0,0,21075,179710,0,0,0,0,0,0,431155,0,32325,0,101945,0,0,0,0,0,0,105,0,0,789790,0,0,312005,0,0,0,0,14450,0,0,0,0,0,0,0,0,780,22225,0,3790,0,0,0,0,0,0,810,56005,0,0,0,0,0,31670,0,0,0,2031240
362703fa-2109-4869-bcb4-40ec754ca759.jpeg,0,0,47520,1145,0,16285,165565,0,0,0,0,0,0,422410,0,36870,0,117245,0,0,0,0,0,0,0,0,0,646985,0,0,412920,0,0,0,0,62230,865,0,0,0,0,0,0,0,0,2630,0,22070,0,0,0,0,0,0,0,73430,0,0,0,0,0,110,0,0,0,2028280
41c8508d-c86f-4c74-a96f-d7075f0dfc23.jpeg,0,0,13850,0,0,0,0,0,0,0,0,0,0,260730,0,9715,0,310075,0,1910,0,0,0,0,0,0,0,844465,0,15545,136665,0,0,0,0,25255,0,0,0,0,0,0,0,0,1905,34870,0,4140,0,0,0,0,0,0,0,278810,0,0,0,0,0,0,0,0,0,1937935
fae8d4b0-6351-477e-a5ec-3ad80da086de.jpeg,0,0,3315,970,0,33645,32030,0,0,0,0,0,0,385960,0,900,0,26185,0,2845,0,0,0,0,2185,0,0,462040,0,0,789205,0,0,0,0,0,0,0,0,0,0,0,0,0,15,29550,0,3625,0,0,0,0,0,0,0,239935,0,0,0,11130,0,0,0,0,0,2023535
b6e02d22-ceff-4240-ae0a-6a8175f1a1b7.jpeg,0,0,20355,0,0,0,7565,0,0,0,0,0,0,692835,0,30405,0,444650,0,0,0,0,0,0,0,0,0,728585,0,0,19300,0,0,0,0,13975,0,0,0,0,0,0,0,0,640,11875,0,0,0,0,5395,0,0,0,0,15870,0,0,0,0,0,0,0,0,36330,2027780
a6c13795-e767-4d22-ac67-93cfb0efbf96.jpeg,0,0,18835,0,0,0,36165,0,0,0,0,0,0,271895,0,1545,0,370865,0,3745,0,0,0,6535,85,0,0,493210,0,0,303710,0,555,0,0,26155,0,0,0,0,0,0,0,0,0,60575,0,0,0,3930,425,0,0,0,0,326725,0,0,0,0,0,0,0,0,0,1924955
