,Bird,Ground-Animal,Curb,Fence,Guard-Rail,Barrier,Wall,Bike-Lane,Crosswalk---Plain,Curb-Cut,Parking,Pedestrian-Area,Rail-Track,Road,Service-Lane,Sidewalk,Bridge,Building,Tunnel,Person,Bicyclist,Motorcyclist,Other-Rider,Lane-Marking---Crosswalk,Lane-Marking---General,Mountain,Sand,Sky,Snow,Terrain,Vegetation,Water,Banner,Bench,Bike-Rack,Billboard,Catch-Basin,CCTV-Camera,Fire-Hydrant,Junction-Box,Mailbox,Manhole,Phone-Booth,Pothole,Street-Light,Pole,Traffic-Sign-Frame,Utility-Pole,Traffic-Light,Traffic-Sign-(Back),Traffic-Sign-(Front),Trash-Can,Bicycle,Boat,Bus,Car,Caravan,Motorcycle,On-Rails,Other-Vehicle,Trailer,Truck,Wheeled-Slow,Car-Mount,Ego-Vehicle
213cafac-cd86-463a-9cfb-0749a0195c6e.jpeg,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,11,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,3,6,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
cb8bbddc-6b2f-4dbf-9f1c-0fbb04ce9b13.jpeg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,9,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7,0,2,5,2,0,2,0,0,0,7,0,3,0,0,0,0,0,0,0
86ac5d7a-0c65-461c-8ebb-ee7164bfb9c6.jpeg,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8ca7d92a-a717-40e1-9a2e-538bdb3e18f9.jpeg,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,3,0,0,0,0,0,1,0,0,0
bf3440fb-a7eb-4157-8efd-45f0ca6fb147.jpeg,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,7,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,6,8,0,0,0,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0
4eae7712-6dd3-410c-a428-636308cd9434.jpeg,0,0,0,2,0,0,1,0,0,0,0,2,0,1,0,1,0,1,0,19,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,7,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0
d94e6cc0-fa28-4428-bdb8-79cbba94e4d2.jpeg,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,8,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,0,1,18,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0
c0337ce1-e395-4e17-b298-459422b4bae5.jpeg,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,1,0,0,0
3b5fcbd0-ef92-42ea-9a7f-875bff958e51.jpeg,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,8,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
e0e4ec4f-1010-4aa0-ab78-e0e6bf1f1939.jpeg,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,18,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,6,0,0,0,0,0,0,0,0,0,13,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
196d0afa-b847-450a-b37e-cb94a1b93b1a.jpeg,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,14,0,3,0,0,2,1,0,1,0,0,1,0,0,0,0,5,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,6,0,6,0,0,0,0,0,0,0
a4d0d521-ae7a-464c-bbea-e28c76f91ede.jpeg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,8,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
53770cbc-7d0a-4ef6-ac9c-954294ae3e55.jpeg,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,2,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0
d949b3df-2719-4f0a-8c75-7cde8be71c2e.jpeg,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,22,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,5,0,0,3,1,3,0,1,0,0,1,0,3,0,0,0,0,0,0,0
