,Bird,Ground-Animal,Curb,Fence,Guard-Rail,Barrier,Wall,Bike-Lane,Crosswalk---Plain,Curb-Cut,Parking,Pedestrian-Area,Rail-Track,Road,Service-Lane,Sidewalk,Bridge,Building,Tunnel,Person,Bicyclist,Motorcyclist,Other-Rider,Lane-Marking---Crosswalk,Lane-Marking---General,Mountain,Sand,Sky,Snow,Terrain,Vegetation,Water,Banner,Bench,Bike-Rack,Billboard,Catch-Basin,CCTV-Camera,Fire-Hydrant,Junction-Box,Mailbox,Manhole,Phone-Booth,Pothole,Street-Light,Pole,Traffic-Sign-Frame,Utility-Pole,Traffic-Light,Traffic-Sign-(Back),Traffic-Sign-(Front),Trash-Can,Bicycle,Boat,Bus,Car,Caravan,Motorcycle,On-Rails,Other-Vehicle,Trailer,Truck,Wheeled-Slow,Car-Mount,Ego-Vehicle
c28e2987-17c5-4216-be20-d8b4c8f11fc6.jpeg,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,5,4,0,0,0,0,1,0,0,0,0,7,0,2,0,0,0,0,0,0,0
0705fbe8-1d51-4b4f-aa8b-aa0a4dc3acdc.jpeg,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1
a07d485a-3b65-487e-9d7c-122d400a7a98.jpeg,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,7,0,0,1,0,1,0,0,0,0,21,0,0,0,0,0,1,0,0,0
98328d98-2bf4-4e09-91a9-7a952fcda9f8.jpeg,0,0,1,1,2,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1
4cca639a-5674-4ca4-9201-df96cc00a726.jpeg,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,4,6,0,4,0,0,1,1,0,0,0,15,0,0,0,0,0,1,0,0,0
c33bd77d-bddd-4044-bd3d-c4c85a695ccb.jpeg,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,3,0,0,0,0,0,0,0,0,9,5,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,0,0,0
49bc0aa0-de93-4d3e-9249-efd429c41245.jpeg,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8,0,3,0,0,6,0,0,0,0,16,0,0,0,0,0,0,0,0,0
f04cd15f-3bca-402f-982e-889155c9879c.jpeg,0,0,1,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6,0,0,0,2,1,0,0,0,0,4,0,0,0,0,0,0,0,0,1
70bf587b-5723-4fc0-bd4f-cfe0b75956c2.jpeg,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,9,0,0,0,0,0,2,0,0,1
8d32f396-e6f4-45ca-9b27-4303c5877fd0.jpeg,0,0,1,1,0,0,2,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,2,0,0,4,0,0,0,0,0,0,0,0,4,15,1,2,0,0,1,0,0,0,0,14,0,0,0,0,0,0,0,0,0
