,Bird,Ground-Animal,Curb,Fence,Guard-Rail,Barrier,Wall,Bike-Lane,Crosswalk---Plain,Curb-Cut,Parking,Pedestrian-Area,Rail-Track,Road,Service-Lane,Sidewalk,Bridge,Building,Tunnel,Person,Bicyclist,Motorcyclist,Other-Rider,Lane-Marking---Crosswalk,Lane-Marking---General,Mountain,Sand,Sky,Snow,Terrain,Vegetation,Water,Banner,Bench,Bike-Rack,Billboard,Catch-Basin,CCTV-Camera,Fire-Hydrant,Junction-Box,Mailbox,Manhole,Phone-Booth,Pothole,Street-Light,Pole,Traffic-Sign-Frame,Utility-Pole,Traffic-Light,Traffic-Sign-(Back),Traffic-Sign-(Front),Trash-Can,Bicycle,Boat,Bus,Car,Caravan,Motorcycle,On-Rails,Other-Vehicle,Trailer,Truck,Wheeled-Slow,Car-Mount,Ego-Vehicle,Total
869054e3-ea58-40b0-a5a8-a41cd86e7cf3.jpeg,0,0,0,412596,0,1044240,0,0,0,0,0,0,0,2214456,721320,0,0,285300,0,0,0,0,0,0,260796,0,0,6000768,0,0,0,0,0,0,0,30228,0,0,0,0,0,0,0,0,0,101172,10152,0,0,0,17100,0,0,0,0,13044,0,0,0,0,0,603540,0,0,0,11714712
a8ee77d5-922c-4666-9c2a-8901b6e77121.jpeg,0,0,0,19740,478428,873348,4290972,0,0,0,0,0,0,1783812,674460,0,0,0,0,0,0,0,0,0,156420,0,0,3348972,0,0,0,0,0,0,0,71880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33564,0,0,0,0,61356,0,0,0,0,0,38940,0,0,0,11831892
426a535e-d26c-4ccc-bafe-f39f326492fa.jpeg,0,0,0,95700,74664,1262436,4172148,0,0,0,0,0,0,1737156,674484,0,0,0,0,0,0,0,0,0,157584,0,0,3252252,0,0,0,0,0,0,0,12864,0,0,0,0,0,0,0,0,0,168,23940,0,0,0,159792,0,0,0,0,51684,0,0,0,0,0,93360,0,0,0,11768232
1eaa423d-1fdd-426f-a7fb-adbc9ef16ff0.jpeg,0,0,0,1118784,61380,1203336,0,0,0,0,0,0,0,1958124,723768,0,0,703176,0,0,0,0,0,0,206772,0,0,5236140,0,0,0,0,0,0,0,0,137532,0,0,0,0,0,0,0,0,27120,28128,0,0,0,0,0,0,0,0,22404,0,0,0,0,0,333720,0,0,0,11760384
c06e8b2a-d317-4ad1-bdfc-36dd09be6f95.jpeg,0,0,0,27744,235872,685368,0,0,0,0,0,0,0,1603956,665376,0,20376,539268,0,0,0,0,0,0,1118376,0,0,5313072,0,0,14568,0,0,0,0,0,0,0,0,0,0,0,0,0,5652,135684,217560,0,0,0,621780,0,0,0,0,10284,0,0,0,135180,0,120528,0,0,0,11470644
e9ae3b43-3428-451b-b62c-bbd51d8b12ff.jpeg,0,0,0,285528,0,1188084,285204,0,0,0,0,0,0,2106456,757008,0,29916,413304,0,0,0,0,0,0,183648,0,0,5965752,0,0,0,0,0,0,0,5172,0,0,0,0,0,0,0,0,0,26820,0,0,0,0,48696,0,0,0,0,38076,0,0,0,0,0,457920,0,0,0,11791584
e5c1e6a3-2d58-48c5-a77a-024f4d9852dd.jpeg,0,0,0,3614388,0,946404,1320,0,0,0,0,0,0,2606112,123324,0,0,0,0,0,0,0,0,0,278496,0,0,4163952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20448,0,0,0,0,34704,0,0,0,59484,0,2604,0,0,0,11851236
aef9c896-4dcc-4cee-9161-61e1217ef45d.jpeg,0,0,0,240672,0,1005600,566424,0,0,0,0,0,0,2072376,742020,0,0,70788,0,0,0,5436,0,0,499104,0,0,5879652,0,0,20304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108636,65676,0,0,90852,188664,0,0,0,0,0,0,0,0,0,0,90696,0,0,0,11646900
6223e373-a0bb-46aa-9b19-f2607f050b10.jpeg,0,0,0,49620,541884,832860,4350192,0,0,0,0,0,0,1781364,608868,0,0,0,0,0,0,0,0,0,199488,0,0,3418764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11280,756,0,0,0,0,10884,0,0,0,0,4020,0,0,0,35688,0,13008,0,0,0,11858676
1899b300-2afa-49be-a584-be5b82069192.jpeg,0,0,51564,11400,0,386316,121752,0,0,0,0,0,0,2051208,0,0,286752,8484,0,0,0,0,0,0,993120,0,0,7085400,0,0,61176,0,0,0,0,54324,0,0,0,0,0,0,0,0,0,31860,28476,0,0,0,30744,0,0,0,0,80532,0,0,0,33156,0,248112,0,0,0,11564376
