,Bird,Ground-Animal,Curb,Fence,Guard-Rail,Barrier,Wall,Bike-Lane,Crosswalk---Plain,Curb-Cut,Parking,Pedestrian-Area,Rail-Track,Road,Service-Lane,Sidewalk,Bridge,Building,Tunnel,Person,Bicyclist,Motorcyclist,Other-Rider,Lane-Marking---Crosswalk,Lane-Marking---General,Mountain,Sand,Sky,Snow,Terrain,Vegetation,Water,Banner,Bench,Bike-Rack,Billboard,Catch-Basin,CCTV-Camera,Fire-Hydrant,Junction-Box,Mailbox,Manhole,Phone-Booth,Pothole,Street-Light,Pole,Traffic-Sign-Frame,Utility-Pole,Traffic-Light,Traffic-Sign-(Back),Traffic-Sign-(Front),Trash-Can,Bicycle,Boat,Bus,Car,Caravan,Motorcycle,On-Rails,Other-Vehicle,Trailer,Truck,Wheeled-Slow,Car-Mount,Ego-Vehicle,Total
71dbca1e-56b5-44a0-9b79-2e9c1894def4.jpeg,0,0,55739,1460,0,973,215820,0,0,0,0,0,0,746622,0,0,0,0,0,0,0,11467,0,0,44014,0,0,0,0,0,524655,0,0,0,0,413,481,0,0,0,0,0,0,0,0,13395,0,0,0,0,12505,0,0,0,0,324752,0,10811,0,0,0,110493,0,0,0,2073600
a75c0663-8eea-4efc-aadb-a9c9b1e3b7cd.jpeg,0,0,7873,5741,0,0,10801,0,0,0,0,0,0,756043,0,17799,0,666434,0,66245,0,2296,0,0,39210,0,0,15114,0,0,109107,0,2093,0,0,28401,0,0,0,0,0,0,0,0,1898,9694,0,143,0,0,20639,275,0,0,0,239990,0,20826,0,0,0,52978,0,0,0,2073600
0909f09d-a25e-4fe7-a86a-60eb1760f2d5.jpeg,0,0,118636,9787,0,2319,0,0,0,0,0,0,0,480952,0,2385,0,355811,0,26635,739,23945,0,379,34666,0,0,38162,0,6135,222436,0,0,0,0,64272,0,0,0,1975,0,0,0,0,324,133175,0,0,25144,3189,4818,925,1588,0,222577,255772,0,36853,0,0,0,0,1,0,0,2073600
6b3e4f1c-9c15-4b91-bafd-3b6721d595e1.jpeg,0,0,47727,6713,0,0,0,0,0,0,0,0,0,530114,0,31752,0,647175,0,35964,0,50071,0,0,34093,0,0,0,0,447,185108,0,0,0,0,7098,0,0,0,0,0,0,0,0,0,5531,0,43155,0,16,19674,0,0,0,0,396538,0,32424,0,0,0,0,0,0,0,2073600
f9764f2b-5502-48c6-8b03-53829da1290c.jpeg,0,0,26177,7858,0,0,0,0,0,0,0,0,0,526294,0,2127,0,342277,0,2211,0,18073,0,8837,62622,0,0,12149,0,0,151515,0,0,0,0,11167,0,0,0,0,0,0,0,0,0,19116,0,0,5158,0,14171,0,0,0,0,21779,0,11688,0,0,0,830381,0,0,0,2073600
b1626103-6c70-4423-98fe-32889100fbcc.jpeg,0,0,170701,0,0,0,646155,0,0,4286,0,0,0,317540,0,1348,0,0,0,673,0,7727,0,426952,18595,0,0,0,0,82777,240108,0,0,0,0,0,632,0,0,0,0,0,0,0,385,16054,0,0,0,0,10738,0,29,0,0,107705,0,21195,0,0,0,0,0,0,0,2073600
208d5527-2a82-4579-bab5-24a027a6bc60.jpeg,0,0,102736,44743,0,0,29919,0,0,15035,0,0,0,256830,0,99513,0,507490,0,0,0,0,0,0,8123,0,0,0,0,0,569833,0,4072,0,0,292211,0,0,0,29031,0,0,0,0,0,49957,0,0,0,3443,8491,0,0,0,0,50837,0,0,0,0,0,1336,0,0,0,2073600
a81eb5b2-3199-4ab9-8baf-4c07faaa88ec.jpeg,0,0,51196,63783,0,0,0,71268,0,25,0,0,0,794785,0,3798,0,154301,0,137,0,23559,0,135,100223,0,0,0,0,0,741948,0,14382,0,0,1814,0,0,0,0,0,0,0,0,0,6742,0,0,775,327,15614,0,0,0,12948,4710,0,11007,0,0,0,123,0,0,0,2073600
88f1a2f1-aab5-4755-bc16-959b71dd34aa.jpeg,0,0,0,362,0,0,8256,0,0,0,88428,0,0,490078,0,0,0,458955,0,18529,0,0,0,0,46605,0,0,0,0,90,194163,0,0,0,0,101721,0,0,0,216,0,0,0,0,0,58021,0,6159,0,2372,18043,35,0,0,7794,390659,0,143057,0,0,0,40057,0,0,0,2073600
4081a85b-36aa-416a-a00c-f92b2485dd86.jpeg,0,0,144851,4404,0,147,942,0,0,0,5628,0,0,284619,0,2362,0,467617,0,2768,1353,4160,0,0,34800,0,0,0,0,0,158835,0,5097,0,6210,65073,0,0,0,0,0,0,0,0,1698,36979,0,1860,45,8658,22414,0,10099,0,412,589827,0,212742,0,0,0,0,0,0,0,2073600
211bfe53-0eb2-4cc4-a3e3-b274c4c062d2.jpeg,0,0,80985,5265,0,12224,0,367,0,0,13351,0,0,711420,0,7781,0,465294,0,4686,0,0,0,130,63944,3,0,0,0,0,256175,0,1257,0,0,99948,103,0,0,0,0,0,8596,0,305,4456,0,84,488,0,2391,2948,1637,0,0,205003,0,84205,0,0,0,40554,0,0,0,2073600
97813335-cf2d-4df8-8022-643109d500da.jpeg,0,0,49487,3492,0,0,0,0,649,0,0,0,0,237516,0,1662,0,232363,0,5473,0,0,0,3631,14578,0,0,10466,0,0,138458,0,0,0,0,4101,0,0,0,0,0,0,0,0,0,16049,0,0,0,690,36083,1476,0,0,0,9290,0,0,0,0,0,1308136,0,0,0,2073600
daf3c6ab-ec4c-4bf9-9b44-f5ad082618b2.jpeg,0,0,6205,5477,0,0,17307,0,0,0,0,0,0,149662,0,6491,0,562136,0,10417,0,0,0,165355,45822,0,0,1571,0,1256,130044,0,0,0,0,0,0,0,0,0,0,0,0,0,432,6129,0,0,0,4143,1850,10011,0,0,0,949292,0,0,0,0,0,0,0,0,0,2073600
da71a9b1-b96e-4d32-a507-b32d8fc982fa.jpeg,0,0,23052,804,0,0,3578,0,0,0,0,0,0,518976,0,9476,0,237288,0,50454,0,0,0,10289,60841,0,0,16723,0,0,264736,0,11172,0,0,20733,0,0,0,0,0,0,0,0,0,5829,0,226,0,0,0,0,0,0,0,0,0,0,0,0,0,839423,0,0,0,2073600
