,Bird,Ground-Animal,Curb,Fence,Guard-Rail,Barrier,Wall,Bike-Lane,Crosswalk---Plain,Curb-Cut,Parking,Pedestrian-Area,Rail-Track,Road,Service-Lane,Sidewalk,Bridge,Building,Tunnel,Person,Bicyclist,Motorcyclist,Other-Rider,Lane-Marking---Crosswalk,Lane-Marking---General,Mountain,Sand,Sky,Snow,Terrain,Vegetation,Water,Banner,Bench,Bike-Rack,Billboard,Catch-Basin,CCTV-Camera,Fire-Hydrant,Junction-Box,Mailbox,Manhole,Phone-Booth,Pothole,Street-Light,Pole,Traffic-Sign-Frame,Utility-Pole,Traffic-Light,Traffic-Sign-(Back),Traffic-Sign-(Front),Trash-Can,Bicycle,Boat,Bus,Car,Caravan,Motorcycle,On-Rails,Other-Vehicle,Trailer,Truck,Wheeled-Slow,Car-Mount,Ego-Vehicle,Total
59ce71ab-5d39-4a13-87fc-8cf454cde905.jpeg,0,0,32884,124487,0,0,0,0,0,0,0,0,0,888763,0,39982,76,4865,0,4250,0,0,0,0,66901,49835,0,710259,0,41675,330830,0,0,0,0,545,0,0,0,0,0,0,0,0,357,11415,6050,1802,0,7170,1411,0,0,0,0,4435,0,0,0,0,0,0,0,0,16724,2344716
efb10744-60f3-4cad-924d-fa150736fbc8.jpeg,0,0,59484,40,0,5068,0,0,0,0,0,0,0,835731,0,289111,0,1215538,0,73928,0,0,0,0,21996,0,0,335390,0,0,46885,0,0,0,0,50382,0,0,0,0,0,28813,0,0,1689,12014,0,5651,0,0,0,0,0,0,124669,26973,0,0,0,0,0,0,12366,0,0,3145728
89ee9e21-14aa-46c2-889f-15900c134b71.jpeg,0,0,37506,51238,0,24921,36,52929,0,0,0,0,0,1122852,0,1839,0,901034,0,10583,0,0,0,5,137894,0,0,585318,0,0,0,0,0,0,0,9017,0,0,0,0,0,768,0,0,2451,61302,0,0,5782,5,20591,0,0,0,108460,10949,0,0,0,0,0,248,0,0,0,3145728
22ebfa56-51a9-43cc-a46f-54aa47c038a5.jpeg,0,0,1511,11655,24,698,0,0,0,0,13090,0,0,290442,0,15201,0,668036,0,4104,0,0,0,39,5390,0,0,421482,0,0,32,0,0,0,0,6631,0,0,0,0,0,0,0,0,0,10217,0,0,200,0,3686,0,0,0,14902,46657,0,1042,0,0,0,29,0,0,582084,2097152
d6ccae19-18dc-4195-a037-16901aa6cd36.jpeg,0,0,22287,40221,0,0,15991,0,0,0,0,0,0,172491,0,77974,1016269,112305,0,21884,0,0,0,0,10101,0,0,64086,0,0,108669,0,490,0,0,30,0,0,0,0,0,0,0,0,0,1337,0,0,0,0,4859,0,0,0,0,266817,0,0,0,22,0,9889,803,0,412771,2359296
f952ab72-f7aa-49b1-a388-cb4110fcd796.jpeg,0,0,5056,8876,0,0,931,0,0,0,0,771073,0,46587,0,137352,0,1065077,0,45539,0,0,0,0,0,0,0,0,0,0,753865,0,309,0,0,23066,0,0,0,0,0,0,0,0,191148,32919,0,0,0,0,8167,11694,0,0,4126,37587,0,0,0,0,0,2356,0,0,0,3145728
04507531-6ea2-4e93-adeb-ac3708d0018d.jpeg,0,0,0,0,0,0,0,0,0,0,0,0,0,605713,0,0,0,0,0,0,0,0,0,0,0,0,0,25249,0,0,2514766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3145728
79010bc9-f044-472d-88c5-862a1d74dca0.jpeg,0,0,3685,10195,0,81,1620,0,0,0,0,8017,0,183029,0,41006,0,440379,0,17681,0,0,0,0,1068,0,0,418396,0,0,265336,0,1663,0,0,6909,0,0,0,0,0,0,0,0,0,10095,0,252,0,0,33,0,208,18692,0,140507,0,7122,0,0,0,0,1931,0,519247,2097152
b80e3de6-24d8-438e-bd02-6637ff420f23.jpeg,0,0,16198,6797,0,0,0,0,0,557,0,0,0,1326724,0,62824,0,442816,0,35310,2569,0,0,0,0,0,0,354962,0,10453,778805,0,14615,715,14588,10516,0,0,0,0,0,266,0,0,710,39729,0,0,0,2076,2849,0,9441,0,0,12208,0,0,0,0,0,0,0,0,0,3145728
2a46d549-b70c-419a-a54e-84f3b7b1c387.jpeg,0,0,27616,34370,0,24,30776,0,0,9181,0,0,0,840965,0,50871,0,1753227,0,57370,0,0,0,0,45513,0,0,27918,0,0,169429,0,3416,0,0,40864,0,0,0,0,0,20792,0,0,2272,30569,0,0,0,0,555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3145728
