,Bird,Ground-Animal,Curb,Fence,Guard-Rail,Barrier,Wall,Bike-Lane,Crosswalk---Plain,Curb-Cut,Parking,Pedestrian-Area,Rail-Track,Road,Service-Lane,Sidewalk,Bridge,Building,Tunnel,Person,Bicyclist,Motorcyclist,Other-Rider,Lane-Marking---Crosswalk,Lane-Marking---General,Mountain,Sand,Sky,Snow,Terrain,Vegetation,Water,Banner,Bench,Bike-Rack,Billboard,Catch-Basin,CCTV-Camera,Fire-Hydrant,Junction-Box,Mailbox,Manhole,Phone-Booth,Pothole,Street-Light,Pole,Traffic-Sign-Frame,Utility-Pole,Traffic-Light,Traffic-Sign-(Back),Traffic-Sign-(Front),Trash-Can,Bicycle,Boat,Bus,Car,Caravan,Motorcycle,On-Rails,Other-Vehicle,Trailer,Truck,Wheeled-Slow,Car-Mount,Ego-Vehicle,Total
278f7c8a-3063-4acd-ae93-4c6ff848c8d3.jpeg,0,0,1080,0,146525,0,0,0,0,0,0,0,0,422489,0,0,0,0,0,0,0,0,0,0,22633,0,0,3795709,529410,71,200242,0,0,0,0,1829,0,0,0,0,0,0,0,0,0,20045,0,0,700,0,0,0,0,0,0,10065,0,0,0,0,0,1580,0,0,840326,5992704
b6a4d5a1-dde2-40c9-9c55-bd6fb3431bef.jpeg,0,0,209097,0,0,0,0,0,0,0,0,0,0,1891015,0,0,0,8384,0,0,0,0,0,0,59341,0,0,1890456,0,502770,311032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1529,0,0,0,0,0,0,0,0,0,146770,0,0,0,0,0,18454,0,0,0,5038848
c502f3d8-0c08-407f-b2e1-14f3d5de49b6.jpeg,0,0,246167,15733,37155,1402,0,0,0,0,0,0,0,1777224,0,0,0,0,0,0,0,0,0,0,77332,0,0,1842473,0,462863,350731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36276,0,0,0,0,0,182950,0,6263,2279,5038848
77536944-fd4e-4f0d-a724-a2d54f47b9a9.jpeg,0,0,0,8877,0,0,0,0,0,0,0,0,0,409348,42548,14834,2089,4683,0,0,0,0,0,0,32756,0,0,3635186,0,651517,1066316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7567,0,0,0,0,0,0,0,0,0,237,0,0,0,0,0,0,0,0,116746,5992704
fb8768bc-d9f6-4618-8dcb-7442a5337a5d.jpeg,0,0,0,0,36863,0,0,0,0,0,0,0,0,2009097,0,0,0,226,0,0,0,0,0,0,77721,0,0,1882520,0,514937,310155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,973,0,508,4842,0,0,0,0,186520,0,0,0,0,0,14486,0,0,0,5038848
5cff3614-fbd7-4f9e-a36b-2e6acc35a6b2.jpeg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2088841,0,0,0,0,0,0,0,0,1079495,0,0,1808496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4976832
507ff643-59a9-4f2c-97c8-5a8e4b3cc77c.jpeg,0,0,57058,3383,16062,8128,0,0,0,0,0,0,0,360105,77295,2235,0,5234,0,0,2406,0,0,0,20789,0,341,3801538,629311,12360,166818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332,0,0,0,0,0,0,2157,0,0,0,0,0,0,0,0,827152,5992704
78bb3185-5157-43a8-8e42-971c2da46186.jpeg,0,0,133,4861,249,0,4599,0,0,0,0,0,0,408238,201,0,0,17947,0,0,0,0,0,0,29119,0,0,3922140,0,953740,456296,0,0,0,0,17904,0,0,0,0,0,0,0,0,0,3338,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0,173790,5992704
27413128-043e-4f89-b135-0c2249677d1b.jpeg,0,0,76418,0,54375,21510,0,0,0,0,0,0,0,1808074,83227,0,0,0,0,0,0,0,0,0,53668,0,0,1887102,0,404946,320400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,448,0,0,0,110,4257,0,0,0,0,292793,0,0,0,0,0,31520,0,0,0,5038848
d8494c7a-eb8f-4fea-854e-921512ecd609.jpeg,0,0,0,10570,5451,0,0,0,0,0,0,0,0,1652256,422487,0,0,647,0,0,0,0,0,0,65304,0,0,1832424,0,504696,417336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,779,0,0,2096,0,0,0,0,9875,0,0,0,0,0,114927,0,0,0,5038848
