,Bird,Ground-Animal,Curb,Fence,Guard-Rail,Barrier,Wall,Bike-Lane,Crosswalk---Plain,Curb-Cut,Parking,Pedestrian-Area,Rail-Track,Road,Service-Lane,Sidewalk,Bridge,Building,Tunnel,Person,Bicyclist,Motorcyclist,Other-Rider,Lane-Marking---Crosswalk,Lane-Marking---General,Mountain,Sand,Sky,Snow,Terrain,Vegetation,Water,Banner,Bench,Bike-Rack,Billboard,Catch-Basin,CCTV-Camera,Fire-Hydrant,Junction-Box,Mailbox,Manhole,Phone-Booth,Pothole,Street-Light,Pole,Traffic-Sign-Frame,Utility-Pole,Traffic-Light,Traffic-Sign-(Back),Traffic-Sign-(Front),Trash-Can,Bicycle,Boat,Bus,Car,Caravan,Motorcycle,On-Rails,Other-Vehicle,Trailer,Truck,Wheeled-Slow,Car-Mount,Ego-Vehicle,Total
139784358078458.jpg,0,0,4328,0,18785,1229,0,0,0,0,0,0,0,138263,40501,0,0,1284,0,0,0,0,0,0,13692,7,0,467092,0,6126,48853,0,0,0,0,0,0,0,0,0,0,0,0,0,375,6766,0,0,0,0,0,0,0,0,1,32082,0,0,0,0,0,1705,0,0,5343,786432
113256921118965.jpg,0,0,3103,282,0,0,99693,0,0,0,0,0,15,39702,0,16137,0,27980,0,0,0,0,0,0,3049,0,0,227348,0,2209,117381,0,0,0,0,0,0,0,0,0,0,0,0,0,56,737,0,0,0,0,0,0,0,0,0,624,0,0,0,0,0,0,0,0,11035,549351
130326246141798.jpg,0,0,5223,8397,0,0,16118,0,0,626,0,0,4,45366,0,41059,0,14021,0,14693,75,0,0,0,1125,0,0,154843,0,20788,209373,0,0,0,0,205,0,0,0,144,0,0,0,0,39,1149,0,0,0,2963,235,131,319,0,0,809,0,0,0,0,0,0,0,64,11582,549351
130816899585186.jpg,0,0,5750,398,16000,239,0,0,0,0,0,0,0,78798,25754,0,0,0,0,0,0,0,0,0,8178,157,0,250082,0,14174,178226,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,0,0,0,0,128,0,0,0,0,0,3,0,0,10007,588225
133260865451337.jpg,0,0,6633,0,22506,0,0,0,0,0,0,0,0,151307,84,0,0,0,0,0,0,0,0,0,10433,0,0,405710,0,13467,171052,0,0,0,0,623,0,0,0,0,0,0,0,0,0,377,1144,0,0,1595,234,0,0,0,0,200,0,0,0,0,0,1067,0,0,0,786432
130593129639737.jpg,0,0,5987,9395,6228,102,0,0,0,0,0,0,0,77826,24639,0,0,0,0,0,0,0,0,0,5846,76,0,277802,0,17349,153155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,41,0,0,0,0,0,0,0,0,0,0,0,0,0,9750,588225
128261845943214.jpg,0,0,8029,10968,0,0,626,0,0,12,0,0,0,88019,0,33494,0,10488,0,0,0,0,0,4,1853,0,0,299469,0,65181,257511,0,0,0,0,0,0,0,0,0,0,0,0,0,255,2546,0,0,0,0,9,0,0,0,0,7913,0,0,0,0,4,51,0,0,0,786432
113165904586142.jpg,0,0,23,0,4,0,0,0,0,0,0,0,0,50861,0,0,0,17912,0,0,0,0,0,0,0,0,0,93085,0,0,375265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,177,0,0,0,0,437,0,0,0,0,0,0,0,0,11467,549351
